date,hour,holiday,workingday,weekday,weather_type,temp,ftemp,humidity,wind_speed,casual,subscribed,usage
2011-08-09,5,0,1,2,1,0.7,0.6515,0.65,0.0896,20,75,95
2011-08-09,6,0,1,2,1,0.72,-,0.64,0.0,24,285,309
2011-08-09,7,0,1,2,1,0.72,0.6970000000000001,0.74,0.1045,120,939,1059
2011-08-09,8,0,1,2,1,0.74,0.6970000000000001,0.66,0.0,160,1056,1216
2011-08-09,9,0,1,2,2,0.78,-,0.62,0.1343,136,423,559
2011-08-09,10,0,1,2,2,0.8,0.7727,0.59,0.2239,220,267,487
2011-08-09,11,0,1,2,1,0.8,0.7727,0.59,0.2239,244,264,508
2011-08-09,12,0,1,2,1,0.82,0.7879,0.56,0.19399999999999998,240,375,615
2011-08-09,13,0,1,2,1,0.84,0.7879,0.49,0.1642,192,381,573
2011-08-09,14,0,1,2,1,0.86,0.7879,0.44,0.2836,212,285,497
2011-08-09,15,0,1,2,1,0.86,0.7727,0.39,0.2836,232,318,550
2011-08-09,16,0,1,2,1,0.86,0.7727,0.39,0.2985,228,684,912
2011-08-09,17,0,1,2,1,0.8,0.7576,0.55,0.1642,316,1359,1675
2011-08-09,18,0,1,2,1,0.8,0.7576,0.55,0.19399999999999998,388,1464,1852
2011-08-09,19,0,1,2,1,0.8,-,0.49,0.1045,276,906,1182
2011-08-09,20,0,1,2,1,0.8,0.7273,0.43,0.19399999999999998,136,774,910
2011-08-09,21,0,1,2,1,0.78,0.6970000000000001,0.46,0.2537,184,552,736
2011-08-09,22,0,1,2,1,0.78,0.6970000000000001,0.46,0.2985,112,381,493
2011-08-09,23,0,1,2,1,0.76,-,0.48,0.2836,88,159,247
2011-08-10,0,0,1,3,1,0.74,-,0.51,0.2239,76,54,130
2011-08-10,1,0,1,3,1,0.72,-,0.54,0.19399999999999998,28,30,58
2011-08-10,2,0,1,3,1,0.72,0.6667,0.54,0.1642,4,30,34
2011-08-10,3,0,1,3,1,0.7,0.6515,0.58,0.1642,4,9,13
2011-08-10,4,0,1,3,1,0.7,0.6515,0.54,0.1343,4,12,16
2011-08-10,5,0,1,3,1,0.68,0.6364,0.61,0.0896,8,90,98
2011-08-10,6,0,1,3,1,0.68,0.6364,0.61,0.0,36,330,366
2011-08-10,7,0,1,3,1,0.7,0.6515,0.58,0.0896,64,867,931
2011-08-10,8,0,1,3,1,0.74,0.6667,0.51,0.19399999999999998,152,1083,1235
2011-08-10,9,0,1,3,1,0.76,-,0.48,0.2239,128,444,572
2011-08-10,10,0,1,3,1,0.8,-,0.43,0.2239,164,216,380
2011-08-10,11,0,1,3,1,0.8,0.7121,0.41,0.3881,216,285,501
2011-08-10,12,0,1,3,1,0.82,0.7273,0.38,0.2985,296,498,794
2011-08-10,13,0,1,3,1,0.82,-,0.38,0.2836,164,450,614
2011-08-10,14,0,1,3,1,0.84,-,0.34,0.3284,248,348,596
2011-08-10,15,0,1,3,1,0.86,0.7424,0.3,0.3284,212,423,635
2011-08-10,16,0,1,3,1,0.86,0.7424,0.26,0.2985,304,618,922
2011-08-10,17,0,1,3,1,0.84,0.7121,0.26,0.2985,284,1539,1823
2011-08-10,18,0,1,3,1,0.82,0.7121,0.28,0.2985,280,1467,1747
2011-08-10,19,0,1,3,1,0.8,-,0.26,0.2537,316,1002,1318
2011-08-10,20,0,1,3,1,0.76,0.6667,0.31,0.1343,236,759,995
2011-08-10,21,0,1,3,1,0.76,0.6667,0.33,0.1045,188,486,674
2011-08-10,22,0,1,3,1,0.74,0.6515,0.37,0.0,68,366,434
2011-08-10,23,0,1,3,1,0.74,-,0.37,0.0896,56,282,338
2011-08-11,0,0,1,4,1,0.7,0.6364,0.45,0.1045,24,120,144
2011-08-11,1,0,1,4,1,0.7,0.6364,0.45,0.1343,36,51,87
2011-08-11,2,0,1,4,1,0.66,0.6212,0.54,0.1343,12,24,36
2011-08-11,3,0,1,4,1,0.64,0.6212,0.57,0.1343,8,21,29
2011-08-11,4,0,1,4,1,0.64,-,0.57,0.1642,4,12,16
2011-08-11,5,0,1,4,1,0.64,0.6212,0.61,0.19399999999999998,8,69,77
2011-08-11,6,0,1,4,1,0.62,0.6061,0.65,0.1642,20,303,323
2011-08-11,7,0,1,4,1,0.66,0.6212,0.54,0.1343,60,876,936
2011-08-11,8,0,1,4,1,0.7,0.6364,0.45,0.1642,116,1083,1199
2011-08-11,9,0,1,4,1,0.72,-,0.39,0.2239,124,498,622
2011-08-11,10,0,1,4,1,0.74,0.6515,0.37,0.2537,144,288,432
2011-08-11,11,0,1,4,1,0.76,0.6667,0.35,0.2537,236,384,620
2011-08-11,12,0,1,4,1,0.78,0.6818,0.31,0.2537,200,492,692
2011-08-11,13,0,1,4,1,0.76,0.6667,0.31,0.2239,204,498,702
2011-08-11,14,0,1,4,1,0.8,0.6970000000000001,0.29,0.0,156,309,465
2011-08-11,15,0,1,4,1,0.8,0.6970000000000001,0.29,0.2985,208,378,586
2011-08-11,16,0,1,4,1,0.8,0.6970000000000001,0.27,0.19399999999999998,228,723,951
2011-08-11,17,0,1,4,1,0.8,-,0.29,0.2537,384,1458,1842
2011-08-11,18,0,1,4,1,0.78,0.6818,0.29,0.0896,296,1491,1787
2011-08-11,19,0,1,4,1,0.74,0.6515,0.35,0.19399999999999998,192,969,1161
2011-08-11,20,0,1,4,1,0.72,0.6515,0.37,0.1343,224,696,920
2011-08-11,21,0,1,4,1,0.7,0.6515,0.48,0.0896,140,513,653
2011-08-11,22,0,1,4,1,0.7,0.6515,0.48,0.0,136,369,505
2011-08-11,23,0,1,4,1,0.66,0.6212,0.5,0.1642,88,315,403
2011-08-12,0,0,1,5,1,0.64,0.6212,0.53,0.1642,48,159,207
2011-08-12,1,0,1,5,1,0.64,0.6212,0.53,0.1343,16,57,73
2011-08-12,2,0,1,5,1,0.62,0.6212,0.57,0.19399999999999998,0,45,45
2011-08-12,3,0,1,5,1,0.62,0.6212,0.53,0.1642,0,27,27
2011-08-12,4,0,1,5,1,0.62,0.6212,0.53,0.1343,0,15,15
2011-08-12,5,0,1,5,1,0.6,0.6212,0.56,0.1343,8,72,80
2011-08-12,6,0,1,5,1,0.62,0.6212,0.5,0.1343,12,219,231
2011-08-12,7,0,1,5,1,0.64,0.6212,0.44,0.1642,68,741,809
2011-08-12,8,0,1,5,1,0.68,-,0.39,0.2239,116,1191,1307
2011-08-12,9,0,1,5,1,0.72,0.6515,0.34,0.1343,108,534,642
2011-08-12,10,0,1,5,1,0.74,0.6515,0.33,0.1045,176,258,434
2011-08-12,11,0,1,5,1,0.76,-,0.29,0.0,192,324,516
2011-08-12,12,0,1,5,1,0.8,0.6970000000000001,0.27,0.0,220,501,721
2011-08-12,13,0,1,5,1,0.78,0.6818,0.29,0.0896,296,537,833
2011-08-12,14,0,1,5,1,0.8,0.6970000000000001,0.29,0.19399999999999998,204,405,609
2011-08-12,15,0,1,5,1,0.8,-,0.29,0.1642,236,570,806
2011-08-12,16,0,1,5,1,0.82,0.7121,0.28,0.0,272,798,1070
2011-08-12,17,0,1,5,1,0.82,-,0.26,0.0,372,1269,1641
2011-08-12,18,0,1,5,1,0.76,0.6818,0.4,0.2985,356,1128,1484
2011-08-12,19,0,1,5,1,0.74,-,0.42,0.2239,404,852,1256
2011-08-12,20,0,1,5,1,0.72,0.6515,0.42,0.2239,308,630,938
2011-08-12,21,0,1,5,1,0.7,0.6515,0.48,0.1343,292,459,751
2011-08-12,22,0,1,5,1,0.68,0.6364,0.51,0.0,296,471,767
2011-08-12,23,0,1,5,1,0.68,0.6364,0.51,0.0,204,300,504
2011-08-13,0,0,0,6,1,0.68,0.6364,0.51,0.1045,60,207,267
2011-08-13,1,0,0,6,2,0.68,0.6364,0.57,0.0896,52,192,244
2011-08-13,2,0,0,6,1,0.68,0.6364,0.57,0.0,64,174,238
2011-08-13,3,0,0,6,1,0.66,-,0.65,0.1343,36,54,90
2011-08-13,4,0,0,6,2,0.64,0.6061,0.73,0.1343,20,15,35
2011-08-13,5,0,0,6,1,0.64,0.6061,0.73,0.1045,12,45,57
2011-08-13,6,0,0,6,1,0.64,0.6061,0.73,0.0896,12,57,69
2011-08-13,7,0,0,6,2,0.66,0.6212,0.74,0.19399999999999998,40,102,142
2011-08-13,8,0,0,6,2,0.7,0.6515,0.65,0.1642,112,270,382
2011-08-13,9,0,0,6,2,0.7,0.6667,0.74,0.1642,280,414,694
2011-08-13,10,0,0,6,2,0.72,0.6970000000000001,0.74,0.2239,388,489,877
2011-08-13,11,0,0,6,2,0.74,0.6970000000000001,0.7,0.19399999999999998,488,576,1064
2011-08-13,12,0,0,6,2,0.66,0.5909,0.89,0.1642,700,738,1438
2011-08-13,13,0,0,6,2,0.74,0.7121,0.74,0.3284,244,276,520
2011-08-13,14,0,0,6,1,0.74,-,0.7,0.2537,452,438,890
2011-08-13,15,0,0,6,3,0.68,0.6364,0.79,0.3582,600,624,1224
2011-08-13,16,0,0,6,2,0.7,0.6667,0.74,0.2836,592,399,991
2011-08-13,17,0,0,6,2,0.72,0.6970000000000001,0.74,0.2537,388,516,904
2011-08-13,18,0,0,6,1,0.7,-,0.74,0.2239,492,507,999
2011-08-13,19,0,0,6,2,0.68,-,0.79,0.2836,268,510,778
2011-08-13,20,0,0,6,2,0.68,-,0.83,0.2239,312,315,627
2011-08-13,21,0,0,6,2,0.68,-,0.83,0.3881,160,381,541
2011-08-13,22,0,0,6,2,0.68,0.6364,0.83,0.3881,144,354,498
2011-08-13,23,0,0,6,2,0.66,-,0.83,0.3284,100,285,385
2011-08-18,0,0,1,4,1,0.68,0.6364,0.65,0.1343,72,114,186
2011-08-18,1,0,1,4,2,0.66,0.6212,0.65,0.1642,52,33,85
2011-08-18,2,0,1,4,1,0.66,-,0.65,0.2239,8,12,20
2011-08-18,3,0,1,4,1,0.66,0.6212,0.69,0.2836,0,18,18
2011-08-18,4,0,1,4,1,0.64,-,0.73,0.2239,0,27,27
2011-08-18,5,0,1,4,1,0.64,0.5909,0.78,0.2836,0,81,81
2011-08-18,6,0,1,4,2,0.64,0.5909,0.78,0.2537,24,291,315
2011-08-18,7,0,1,4,1,0.64,0.5909,0.78,0.2985,76,867,943
2011-08-18,8,0,1,4,1,0.66,0.6212,0.74,0.2836,108,1179,1287
2011-08-18,9,0,1,4,1,0.72,0.6818,0.66,0.2537,168,558,726
2011-08-18,10,0,1,4,1,0.74,0.6970000000000001,0.66,0.2537,148,276,424
2011-08-18,11,0,1,4,1,0.76,0.7121,0.58,0.2537,176,291,467
2011-08-18,12,0,1,4,1,0.8,-,0.52,0.2836,136,417,553
2011-08-18,13,0,1,4,1,0.8,-,0.52,0.3582,132,462,594
2011-08-18,14,0,1,4,1,0.82,0.7576,0.46,0.3284,268,345,613
2011-08-18,15,0,1,4,1,0.8,0.7273,0.46,0.3582,224,354,578
2011-08-18,16,0,1,4,1,0.8,-,0.46,0.3582,196,588,784
2011-08-18,17,0,1,4,3,0.8,0.7273,0.46,0.2985,176,1095,1271
2011-08-18,18,0,1,4,3,0.76,0.6970000000000001,0.55,0.2537,192,678,870
2011-08-18,19,0,1,4,1,0.66,0.6061,0.83,0.1045,104,345,449
2011-08-18,20,0,1,4,1,0.66,0.6061,0.83,0.1045,96,423,519
2011-08-18,21,0,1,4,2,0.68,-,0.79,0.0,48,411,459
2011-08-18,22,0,1,4,2,0.7,0.6667,0.74,0.1045,72,351,423
2011-08-18,23,0,1,4,2,0.7,0.6667,0.74,0.1343,80,282,362
2011-08-19,0,0,1,5,3,0.68,0.6364,0.69,0.19399999999999998,36,159,195
2011-08-19,1,0,1,5,3,0.64,-,0.89,0.0,4,57,61
2011-08-19,2,0,1,5,3,0.64,-,0.83,0.0,0,24,24
2011-08-19,3,0,1,5,1,0.64,0.5909,0.78,0.0,8,3,11
2011-08-19,4,0,1,5,1,0.64,0.5758,0.83,0.0,4,21,25
2011-08-19,5,0,1,5,1,0.64,-,0.83,0.0,4,48,52
2011-08-19,6,0,1,5,1,0.64,0.5758,0.83,0.0,8,273,281
2011-08-19,7,0,1,5,2,0.66,-,0.83,0.0896,48,753,801
2011-08-19,8,0,1,5,2,0.66,0.6061,0.83,0.0,120,1104,1224
2011-08-19,9,0,1,5,1,0.7,0.6515,0.65,0.1343,124,561,685
2011-08-19,10,0,1,5,1,0.72,0.6818,0.62,0.0896,228,324,552
2011-08-19,11,0,1,5,2,0.72,0.6818,0.66,0.0896,180,360,540
2011-08-19,12,0,1,5,2,0.74,0.6818,0.62,0.0896,216,504,720
2011-08-19,13,0,1,5,2,0.76,-,0.62,0.19399999999999998,252,507,759
2011-08-19,14,0,1,5,1,0.78,0.7273,0.55,0.19399999999999998,312,426,738
2011-08-19,15,0,1,5,1,0.8,-,0.49,0.1045,264,468,732
2011-08-19,16,0,1,5,1,0.8,0.7424,0.49,0.0,264,783,1047
2011-08-19,17,0,1,5,1,0.76,0.7121,0.58,0.5224,340,1326,1666
2011-08-19,18,0,1,5,1,0.76,0.7121,0.58,0.5224,352,1011,1363
2011-08-19,19,0,1,5,3,0.62,-,0.73,0.4627,132,396,528
2011-08-19,20,0,1,5,3,0.62,0.5758,0.83,0.2985,48,138,186
2011-08-19,21,0,1,5,1,0.62,0.5758,0.83,0.1343,72,267,339
2011-08-19,22,0,1,5,1,0.6,0.5455,0.88,0.1343,100,291,391
2011-08-19,23,0,1,5,2,0.6,0.5455,0.88,0.0896,72,264,336
2011-08-20,0,0,0,6,1,0.6,0.5455,0.88,0.0,84,321,405
2011-08-20,1,0,0,6,1,0.62,0.5758,0.83,0.0,48,105,153
2011-08-20,2,0,0,6,1,0.62,0.5909,0.78,0.0,40,177,217
2011-08-20,3,0,0,6,1,0.62,0.5909,0.78,0.0,36,126,162
2011-08-20,4,0,0,6,2,0.6,0.5455,0.88,0.0,4,18,22
2011-08-20,5,0,0,6,1,0.6,0.5606,0.83,0.0,0,24,24
2011-08-20,6,0,0,6,2,0.6,-,0.83,0.1343,24,54,78
2011-08-20,7,0,0,6,1,0.62,0.5758,0.83,0.0,32,108,140
2011-08-20,8,0,0,6,1,0.66,0.6212,0.69,0.0,108,318,426
2011-08-20,9,0,0,6,1,0.7,0.6515,0.65,0.0,204,417,621
2011-08-20,10,0,0,6,1,0.72,-,0.62,0.1045,456,576,1032
2011-08-20,11,0,0,6,1,0.72,0.6667,0.58,0.0,460,669,1129
2011-08-20,12,0,0,6,1,0.74,0.6818,0.58,0.1343,624,759,1383
2011-08-20,13,0,0,6,1,0.76,-,0.55,0.1343,632,660,1292
2011-08-20,14,0,0,6,1,0.8,-,0.49,0.19399999999999998,588,684,1272
2011-08-20,15,0,0,6,1,0.8,0.7273,0.43,0.19399999999999998,700,645,1345
2011-08-20,16,0,0,6,1,0.8,0.7273,0.46,0.19399999999999998,604,666,1270
2011-08-20,17,0,0,6,1,0.8,0.7424,0.49,0.19399999999999998,720,609,1329
2011-08-20,18,0,0,6,1,0.76,-,0.58,0.2537,676,675,1351
2011-08-20,19,0,0,6,1,0.74,0.6818,0.62,0.19399999999999998,436,546,982
2011-08-20,20,0,0,6,1,0.74,0.6818,0.62,0.2239,312,510,822
2011-08-20,21,0,0,6,1,0.72,0.6818,0.7,0.2239,324,432,756
2011-08-20,22,0,0,6,2,0.7,-,0.74,0.19399999999999998,308,438,746
2011-08-20,23,0,0,6,1,0.7,0.6667,0.74,0.1343,236,294,530
2011-08-21,0,0,0,0,1,0.7,0.6667,0.74,0.19399999999999998,24,204,228
2011-08-21,1,0,0,0,1,0.68,0.6364,0.79,0.2239,68,207,275
2011-08-21,2,0,0,0,1,0.68,0.6364,0.79,0.19399999999999998,52,153,205
2011-08-21,3,0,0,0,1,0.66,0.6061,0.83,0.2239,100,78,178
2011-08-21,4,0,0,0,1,0.68,0.6364,0.83,0.2239,4,15,19
2011-08-21,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,24,24
2011-08-21,6,0,0,0,1,0.66,0.5909,0.89,0.2836,16,30,46
2011-08-21,7,0,0,0,1,0.68,0.6364,0.83,0.2985,48,57,105
2011-08-21,8,0,0,0,1,0.7,0.6667,0.79,0.2239,120,186,306
2011-08-21,9,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,320,453,773
2011-08-21,10,0,0,0,1,0.74,0.7121,0.74,0.2537,388,531,919
2011-08-21,11,0,0,0,1,0.8,0.7879,0.63,0.2836,528,543,1071
2011-08-21,12,0,0,0,1,0.82,0.8029999999999999,0.59,0.2836,540,717,1257
2011-08-21,13,0,0,0,1,0.8,0.7727,0.59,0.4179,376,648,1024
2011-08-21,14,0,0,0,3,0.7,-,0.79,0.3881,312,471,783
2011-08-21,15,0,0,0,1,0.7,0.6667,0.84,0.2836,68,153,221
2011-08-21,16,0,0,0,1,0.72,0.6970000000000001,0.79,0.1642,388,483,871
2011-08-21,17,0,0,0,1,0.72,-,0.79,0.1343,364,537,901
2011-08-21,18,0,0,0,1,0.72,-,0.79,0.2537,384,645,1029
2011-08-21,19,0,0,0,1,0.72,-,0.7,0.2537,324,603,927
2011-08-21,20,0,0,0,1,0.7,0.6667,0.79,0.2537,164,420,584
2011-08-21,21,0,0,0,1,0.7,-,0.79,0.2537,180,279,459
2011-08-21,22,0,0,0,2,0.7,0.6667,0.79,0.19399999999999998,148,291,439
2011-08-21,23,0,0,0,1,0.7,0.6667,0.74,0.1642,80,144,224
2011-08-22,0,0,1,1,1,0.68,-,0.79,0.1642,72,66,138
2011-08-22,1,0,1,1,1,0.68,0.6364,0.79,0.0896,32,39,71
2011-08-22,2,0,1,1,2,0.7,-,0.65,0.1045,8,18,26
2011-08-22,3,0,1,1,3,0.7,-,0.65,0.1343,0,15,15
2011-08-22,4,0,1,1,1,0.68,0.6364,0.65,0.19399999999999998,8,30,38
2011-08-22,5,0,1,1,1,0.66,0.6212,0.65,0.3582,4,69,73
2011-08-22,6,0,1,1,1,0.66,0.6212,0.61,0.2985,24,318,342
2011-08-22,7,0,1,1,1,0.66,0.6212,0.61,0.3284,44,810,854
2011-08-22,8,0,1,1,1,0.66,0.6212,0.61,0.3284,80,993,1073
2011-08-22,9,0,1,1,1,0.68,0.6364,0.54,0.2537,144,453,597
2011-08-22,10,0,1,1,1,0.7,-,0.48,0.2836,144,255,399
2011-08-22,11,0,1,1,1,0.72,0.6515,0.34,0.3284,184,255,439
2011-08-22,12,0,1,1,1,0.74,0.6515,0.35,0.3881,216,459,675
2011-08-22,13,0,1,1,1,0.74,-,0.3,0.4627,188,474,662
2011-08-22,14,0,1,1,1,0.74,0.6515,0.3,0.3881,352,411,763
2011-08-22,15,0,1,1,1,0.74,0.6515,0.3,0.2985,288,381,669
2011-08-22,16,0,1,1,1,0.74,-,0.3,0.3881,264,762,1026
2011-08-22,17,0,1,1,1,0.74,-,0.27,0.3284,328,1527,1855
2011-08-22,18,0,1,1,1,0.72,-,0.28,0.2985,288,1611,1899
2011-08-22,19,0,1,1,1,0.7,0.6364,0.3,0.2836,264,1050,1314
2011-08-22,20,0,1,1,1,0.66,0.6212,0.34,0.19399999999999998,84,741,825
2011-08-22,21,0,1,1,1,0.64,0.6212,0.38,0.19399999999999998,112,540,652
2011-08-22,22,0,1,1,1,0.64,0.6212,0.38,0.2985,128,363,491
2011-08-22,23,0,1,1,1,0.62,-,0.41,0.2537,76,135,211
2011-08-23,0,0,1,2,1,0.6,0.6212,0.43,0.19399999999999998,52,66,118
2011-08-23,1,0,1,2,1,0.58,0.5455,0.49,0.19399999999999998,24,39,63
2011-08-23,2,0,1,2,1,0.56,0.5303,0.52,0.19399999999999998,8,12,20
2011-08-23,3,0,1,2,1,0.56,-,0.52,0.2836,8,12,20
2011-08-23,4,0,1,2,1,0.54,-,0.56,0.1642,0,15,15
2011-08-23,5,0,1,2,1,0.54,0.5152,0.56,0.19399999999999998,4,105,109
2011-08-23,6,0,1,2,1,0.54,-,0.6,0.19399999999999998,12,333,345
2011-08-23,7,0,1,2,1,0.6,0.6212,0.49,0.19399999999999998,44,999,1043
2011-08-23,8,0,1,2,2,0.62,-,0.5,0.0,172,1383,1555
2011-08-23,9,0,1,2,2,0.66,0.6212,0.44,0.0,136,573,709
2011-08-23,10,0,1,2,1,0.7,-,0.37,0.0,224,276,500
2011-08-23,11,0,1,2,1,0.7,0.6364,0.34,0.1045,248,372,620
2011-08-23,12,0,1,2,1,0.7,0.6364,0.39,0.0896,240,531,771
2011-08-23,13,0,1,2,1,0.72,0.6515,0.3,0.1045,280,492,772
2011-08-23,14,0,1,2,1,0.72,0.6515,0.3,0.0896,596,1506,2102
2011-08-23,15,0,1,2,1,0.72,0.6515,0.34,0.2239,712,1269,1981
2011-08-23,16,0,1,2,1,0.72,0.6515,0.32,0.1343,532,933,1465
2011-08-23,17,0,1,2,1,0.72,0.6515,0.34,0.2239,532,1017,1549
2011-08-23,18,0,1,2,1,0.72,0.6515,0.34,0.19399999999999998,392,1263,1655
2011-08-23,19,0,1,2,1,0.66,0.6212,0.5,0.2239,280,891,1171
2011-08-23,20,0,1,2,1,0.64,0.6212,0.53,0.2537,216,618,834
2011-08-23,21,0,1,2,1,0.62,-,0.57,0.0,152,519,671
2011-08-23,22,0,1,2,1,0.62,0.6212,0.57,0.1343,184,435,619
2011-08-23,23,0,1,2,1,0.62,0.6061,0.61,0.1343,76,183,259
2011-08-24,0,0,1,3,1,0.62,0.6212,0.57,0.1343,36,87,123
2011-08-24,1,0,1,3,1,0.6,0.6061,0.6,0.1045,28,51,79
2011-08-24,2,0,1,3,1,0.58,0.5455,0.68,0.1343,8,12,20
2011-08-24,3,0,1,3,1,0.58,0.5455,0.68,0.1343,0,3,3
2011-08-24,4,0,1,3,1,0.56,-,0.73,0.1045,0,21,21
2011-08-24,5,0,1,3,1,0.56,0.5303,0.73,0.1045,4,78,82
2011-08-24,6,0,1,3,1,0.56,0.5303,0.73,0.0,12,315,327
2011-08-24,7,0,1,3,1,0.6,0.6061,0.64,0.0896,44,891,935
2011-08-24,8,0,1,3,1,0.62,-,0.69,0.1343,128,1308,1436
2011-08-24,9,0,1,3,1,0.64,0.6061,0.69,0.2537,176,507,683
2011-08-24,10,0,1,3,1,0.7,0.6515,0.58,0.2836,204,285,489
2011-08-24,11,0,1,3,1,0.72,0.6667,0.54,0.2985,228,384,612
2011-08-24,12,0,1,3,1,0.74,0.6818,0.55,0.3284,240,525,765
2011-08-24,13,0,1,3,1,0.76,0.6818,0.48,0.4179,224,540,764
2011-08-24,14,0,1,3,1,0.76,0.6818,0.48,0.4179,308,381,689
2011-08-24,15,0,1,3,1,0.76,0.6818,0.48,0.4478,252,423,675
2011-08-24,16,0,1,3,1,0.76,0.6970000000000001,0.52,0.4179,196,666,862
2011-08-24,17,0,1,3,1,0.76,0.6970000000000001,0.52,0.3582,332,1452,1784
2011-08-24,18,0,1,3,1,0.74,-,0.55,0.2985,408,1557,1965
2011-08-24,19,0,1,3,1,0.74,0.6818,0.55,0.2985,372,1041,1413
2011-08-24,20,0,1,3,1,0.72,-,0.58,0.2985,180,867,1047
2011-08-24,21,0,1,3,1,0.7,0.6515,0.61,0.3582,188,567,755
2011-08-24,22,0,1,3,1,0.7,-,0.65,0.3582,164,420,584
2011-08-24,23,0,1,3,1,0.68,0.6364,0.69,0.2985,64,162,226
2011-08-25,0,0,1,4,1,0.68,0.6364,0.74,0.2985,44,123,167
2011-08-25,1,0,1,4,1,0.68,0.6364,0.69,0.3881,16,33,49
2011-08-25,2,0,1,4,1,0.68,0.6364,0.69,0.3881,12,6,18
2011-08-25,3,0,1,4,1,0.66,0.6212,0.74,0.3284,8,6,14
2011-08-25,4,0,1,4,1,0.66,0.6061,0.78,0.3881,4,18,22
2011-08-25,5,0,1,4,1,0.66,0.6061,0.83,0.4179,4,75,79
2011-08-25,6,0,1,4,1,0.66,0.6061,0.83,0.3284,4,303,307
2011-08-25,7,0,1,4,2,0.68,-,0.79,0.3284,68,888,956
2011-08-25,8,0,1,4,2,0.7,-,0.74,0.2985,92,1383,1475
2011-08-25,9,0,1,4,2,0.72,-,0.7,0.2985,84,423,507
2011-08-25,10,0,1,4,2,0.74,0.6970000000000001,0.66,0.2985,148,315,463
2011-08-25,11,0,1,4,3,0.7,0.6667,0.79,0.0,156,336,492
2011-08-25,12,0,1,4,3,0.7,0.6667,0.79,0.0,36,96,132
2011-08-25,13,0,1,4,1,0.7,-,0.79,0.1045,28,90,118
2011-08-25,14,0,1,4,2,0.72,0.6970000000000001,0.74,0.0,108,258,366
2011-08-25,15,0,1,4,2,0.74,-,0.7,0.0,112,312,424
2011-08-25,16,0,1,4,1,0.72,-,0.84,0.0,64,315,379
2011-08-25,17,0,1,4,1,0.72,0.7121,0.84,0.0,112,852,964
2011-08-25,18,0,1,4,2,0.72,0.7121,0.84,0.1343,124,1131,1255
2011-08-25,19,0,1,4,2,0.66,0.6061,0.78,0.3284,124,723,847
2011-08-25,20,0,1,4,1,0.64,0.5909,0.78,0.3582,132,576,708
2011-08-25,21,0,1,4,1,0.64,0.5909,0.78,0.2836,116,474,590
2011-08-25,22,0,1,4,1,0.62,0.5758,0.83,0.0,84,378,462
2011-08-25,23,0,1,4,1,0.62,0.5758,0.83,0.0896,60,207,267
2011-08-26,0,0,1,5,1,0.62,-,0.83,0.1343,36,126,162
2011-08-26,1,0,1,5,1,0.62,-,0.83,0.0,40,39,79
2011-08-26,2,0,1,5,1,0.62,0.5606,0.88,0.1343,16,48,64
2011-08-26,3,0,1,5,1,0.6,0.5455,0.88,0.1045,12,24,36
2011-08-26,4,0,1,5,1,0.62,0.5606,0.88,0.0,8,18,26
2011-08-26,5,0,1,5,2,0.62,0.5606,0.88,0.0,12,69,81
2011-08-26,6,0,1,5,1,0.62,0.5606,0.88,0.0,20,300,320
2011-08-26,7,0,1,5,1,0.64,0.5758,0.83,0.0,12,789,801
2011-08-26,8,0,1,5,1,0.66,-,0.83,0.1045,68,1161,1229
2011-08-26,9,0,1,5,1,0.7,0.6667,0.74,0.0,156,573,729
2011-08-26,10,0,1,5,1,0.74,0.6970000000000001,0.66,0.0896,136,267,403
2011-08-26,11,0,1,5,2,0.76,0.7121,0.62,0.0,252,453,705
2011-08-26,12,0,1,5,2,0.76,0.7273,0.66,0.1045,280,519,799
2011-08-26,13,0,1,5,2,0.78,0.7424,0.59,0.1045,288,495,783
2011-08-26,14,0,1,5,1,0.8,0.7727,0.59,0.0,220,492,712
2011-08-26,15,0,1,5,2,0.8,-,0.59,0.19399999999999998,212,588,800
2011-08-26,16,0,1,5,1,0.78,0.7424,0.62,0.1045,200,879,1079
2011-08-26,17,0,1,5,1,0.74,0.7121,0.74,0.2537,224,1299,1523
2011-08-26,18,0,1,5,2,0.74,0.7121,0.74,0.1343,160,1110,1270
2011-08-26,19,0,1,5,1,0.72,0.6970000000000001,0.79,0.1045,220,705,925
2011-08-26,20,0,1,5,1,0.72,-,0.79,0.0896,156,549,705
2011-08-26,21,0,1,5,1,0.72,-,0.79,0.1642,152,456,608
2011-08-26,22,0,1,5,1,0.72,0.6970000000000001,0.79,0.1045,104,378,482
2011-08-26,23,0,1,5,1,0.7,-,0.84,0.0896,88,342,430
2011-08-27,0,0,0,6,1,0.7,0.6667,0.84,0.1045,132,336,468
2011-08-27,1,0,0,6,1,0.7,-,0.84,0.1642,52,153,205
2011-08-27,2,0,0,6,1,0.7,-,0.84,0.19399999999999998,72,177,249
2011-08-27,3,0,0,6,2,0.7,0.6667,0.84,0.2239,32,66,98
2011-08-27,4,0,0,6,2,0.7,0.6667,0.84,0.2239,4,9,13
2011-08-27,5,0,0,6,2,0.7,0.6667,0.84,0.2985,4,33,37
2011-08-27,6,0,0,6,2,0.7,0.6667,0.84,0.2985,12,45,57
2011-08-27,7,0,0,6,2,0.7,0.6667,0.84,0.3582,8,78,86
